Transaction_ID,Day_name,Brand,Units_Sold,Price_Per_Unit,Customer_Name,Customer_Age,City,Payment_Method,Customer_Ratings,Mobile_Model,Sales_Date
549,Sunday,Xiaomi,8,65952.17,Saima Khattak,27,Abbottabad,Cash,5,Mi 11,3/13/2022
550,Sunday,Apple,5,39286.27,Bushra Ali,27,Sargodha,Bank Transfer,5,iPhone 11,3/13/2022
551,Sunday,OnePlus,5,47826.89,Zubair Siddiqui,27,Hyderabad,Cash,2,OnePlus Nord,3/13/2022
552,Monday,OnePlus,2,54056.32,Hassan Bhutto,26,Sialkot,Easypaisa,5,OnePlus 9,3/14/2022
553,Monday,Vivo,8,32266.37,Rubina Hashmi,45,Gujrat,Easypaisa,5,Vivo Y51,3/14/2022
554,Monday,Xiaomi,2,53206.1,Yasmin Siddiqui,41,Quetta,Credit Card,5,Mi 11,3/14/2022
555,Tuesday,OnePlus,6,50559.55,Mudassar Khattak,36,Karachi,Credit Card,5,OnePlus 8T,3/15/2022
556,Tuesday,Vivo,8,52339.56,Tooba Hashmi,50,Karachi,Credit Card,2,Vivo S1,3/15/2022
557,Tuesday,Apple,6,39353.79,Mudassar Khoso,21,Peshawar,JazzCash,5,iPhone 11,3/15/2022
558,Tuesday,OnePlus,4,32976.24,Adnan Durrani,20,Karachi,Credit Card,2,OnePlus 8T,3/15/2022
559,Wednesday,Vivo,4,23324.93,Saima Raja,59,Sahiwal,JazzCash,2,Vivo V20,3/16/2022
560,Wednesday,Vivo,6,59477.58,Rashid Siddiqui,29,Quetta,Credit Card,4,Vivo S1,3/16/2022
561,Wednesday,Samsung,4,46501,Laiba Tarar,35,Multan,Easypaisa,5,Galaxy S21,3/16/2022
562,Thursday,Apple,8,36661.13,Hamza Butt,40,Sargodha,Credit Card,5,iPhone 11,3/17/2022
563,Thursday,Samsung,9,66639.75,Rubina Hashmi,37,Sahiwal,Cash,3,Galaxy A51,3/17/2022
564,Thursday,Xiaomi,1,12870.33,Kiran Baig,23,Gujrat,Credit Card,5,Mi 11,3/17/2022
565,Thursday,Samsung,4,61010.32,Umer Ansari,51,Islamabad,Cash,4,Galaxy Note 20,3/17/2022
566,Friday,Samsung,4,69854.96,Fahad Chaudhry,59,Bahawalpur,Cash,5,Galaxy A51,3/18/2022
567,Friday,OnePlus,2,63216.53,Saima Bhatti,19,Sheikhupura,Cash,3,OnePlus 9,3/18/2022
568,Friday,Vivo,6,58626.2,Fahad Chaudhry,47,Sialkot,Cash,4,Vivo S1,3/18/2022
569,Saturday,Apple,3,32458.36,Rimsha Qureshi,26,Islamabad,JazzCash,2,iPhone SE,3/19/2022
570,Saturday,Samsung,7,23878.85,Rida Gillani,44,Islamabad,JazzCash,5,Galaxy S21,3/19/2022
571,Saturday,Apple,5,54091.03,Imran Baloch,59,Islamabad,Credit Card,5,iPhone SE,3/19/2022
572,Sunday,Samsung,4,28274.52,Waqas Durrani,51,Karachi,Credit Card,4,Galaxy S21,3/20/2022
573,Sunday,Xiaomi,5,20562.38,Yasir Khoso,57,Bahawalpur,JazzCash,3,Redmi Note 10,3/20/2022
574,Sunday,Samsung,8,57191.55,Hamza Durrani,41,Hyderabad,Credit Card,5,Galaxy A51,3/20/2022
575,Sunday,OnePlus,3,28752.62,Hina Syed,34,Islamabad,Credit Card,2,OnePlus Nord,3/20/2022
576,Monday,Vivo,7,64866.5,Majid Akhtar,46,Mardan,Bank Transfer,5,Vivo V20,3/21/2022
577,Monday,Xiaomi,6,60437.96,Rida Khoso,53,Karachi,JazzCash,3,Redmi Note 10,3/21/2022
578,Monday,Samsung,1,60858.42,Mariam Gujjar,29,Bahawalpur,Credit Card,2,Galaxy S21,3/21/2022
579,Monday,Apple,7,56294.18,Sobia Hashmi,48,Mardan,JazzCash,3,iPhone 12,3/21/2022
580,Tuesday,Xiaomi,7,62852.89,Naveed Aziz,26,Bahawalpur,Easypaisa,5,Redmi Note 10,3/22/2022
581,Tuesday,Xiaomi,1,58344.81,Rabia Mirza,36,Islamabad,Cash,3,Redmi 9,3/22/2022
582,Tuesday,Samsung,9,46150.68,Kashif Tiwana,34,Sukkur,Cash,5,Galaxy Note 20,3/22/2022
583,Tuesday,Xiaomi,6,27749.36,Khalid Cheema,19,Faisalabad,Easypaisa,5,Redmi 9,3/22/2022
584,Wednesday,Apple,2,63292.55,Amber Khoso,57,Karachi,Easypaisa,5,iPhone 11,3/23/2022
585,Wednesday,Xiaomi,5,60436.22,Fahad Ansari,22,Islamabad,Credit Card,4,Redmi Note 10,3/23/2022
586,Wednesday,Apple,4,38372.76,Imran Rana,56,Islamabad,Credit Card,5,iPhone SE,3/23/2022
587,Thursday,Samsung,7,12344.72,Uzma Ahmed,33,Karachi,Cash,5,Galaxy Note 20,3/24/2022
588,Thursday,Vivo,8,48312.62,Danish Durrani,34,Abbottabad,Credit Card,5,Vivo V20,3/24/2022
589,Thursday,Xiaomi,1,13035.81,Hina Farooq,44,Sheikhupura,Cash,3,Redmi 9,3/24/2022
590,Thursday,Vivo,5,65576.8,Noor Javed,24,Mardan,Credit Card,3,Vivo Y51,3/24/2022
591,Friday,Apple,3,67697.88,Madiha Aziz,25,Karachi,Credit Card,5,iPhone SE,3/25/2022
592,Friday,Xiaomi,1,21369.41,Ayesha Ahmed,25,Karachi,Cash,3,Mi 11,3/25/2022
593,Friday,OnePlus,3,50583.36,Razia Durrani,40,Karachi,Easypaisa,5,OnePlus Nord,3/25/2022
594,Saturday,Vivo,6,15536.14,Aisha Ahmed,49,Mardan,Easypaisa,5,Vivo S1,3/26/2022
595,Saturday,Xiaomi,7,53771.02,Adnan Leghari,35,Lahore,Credit Card,3,Mi 11,3/26/2022
596,Saturday,Vivo,8,30837.26,Yasmin Aziz,55,Rawalpindi,Easypaisa,3,Vivo S1,3/26/2022
597,Sunday,Xiaomi,4,50863.01,Imran Chaudhry,29,Karachi,Credit Card,5,Redmi 9,3/27/2022
598,Sunday,Samsung,3,32372.59,Madiha Ansari,32,Gujranwala,JazzCash,5,Galaxy S21,3/27/2022
599,Sunday,Vivo,5,18734.05,Majid Raza,45,Islamabad,Bank Transfer,5,Vivo Y51,3/27/2022
600,Sunday,OnePlus,9,34366.6,Gulnaz Aziz,55,Islamabad,JazzCash,3,OnePlus Nord,3/27/2022
601,Monday,OnePlus,6,16760.41,Shafiq Raja,48,Karachi,Easypaisa,4,OnePlus 8T,3/28/2022
602,Monday,Apple,9,44613,Maryam Syed,26,Lahore,Easypaisa,5,iPhone SE,3/28/2022
603,Monday,Xiaomi,6,12457.09,Ayesha Naqvi,25,Gujranwala,Cash,4,Mi 11,3/28/2022
604,Monday,Vivo,2,41639.18,Aisha Ahmed,36,Sialkot,Easypaisa,5,Vivo Y51,3/28/2022
605,Tuesday,Apple,5,63182.12,Zeeshan Pasha,25,Hyderabad,Credit Card,5,iPhone 12,3/29/2022
606,Tuesday,Vivo,9,60272.4,Rida Talpur,51,Karachi,Cash,4,Vivo V20,3/29/2022
607,Tuesday,Xiaomi,8,62966.9,Gulnaz Syed,21,Karachi,Easypaisa,5,Mi 11,3/29/2022
608,Wednesday,OnePlus,7,65322.93,Zainab Khattak,48,Faisalabad,Cash,4,OnePlus Nord,3/30/2022
609,Wednesday,Samsung,1,16271.67,Zainab Tarar,55,Sahiwal,Easypaisa,5,Galaxy Note 20,3/30/2022
610,Wednesday,OnePlus,4,17724.83,Ibrahim Butt,20,Multan,Credit Card,5,OnePlus Nord,3/30/2022
611,Thursday,Apple,7,43420.41,Kashif Rana,52,Gujranwala,Bank Transfer,5,iPhone 11,3/31/2022
612,Thursday,Samsung,7,63638.36,Ibrahim Gillani,36,Islamabad,Bank Transfer,4,Galaxy S21,3/31/2022
613,Thursday,Apple,6,68460.97,Saad Sheikh,46,Lahore,Credit Card,4,iPhone 12,3/31/2022
614,Thursday,Xiaomi,8,12775.72,Kiran Abbasi,27,Multan,Cash,4,Redmi 9,3/31/2022
615,Friday,Samsung,6,31346.45,Razia Baloch,29,Gujranwala,JazzCash,5,Galaxy Note 20,4/1/2022
616,Friday,Apple,3,22773.66,Rubina Nawaz,47,Karachi,Easypaisa,4,iPhone SE,4/1/2022
617,Friday,Xiaomi,4,55357.95,Adnan Khattak,47,Bahawalpur,Easypaisa,5,Redmi Note 10,4/1/2022
618,Friday,OnePlus,3,48411.63,Rida Khoso,35,Sialkot,Cash,4,OnePlus 8T,4/1/2022
619,Saturday,Xiaomi,1,17193.28,Shazia Gujjar,41,Rawalpindi,Cash,5,Redmi Note 10,4/2/2022
620,Saturday,Vivo,5,39011.32,Naila Bhatti,49,Sukkur,Credit Card,5,Vivo V20,4/2/2022
621,Saturday,Xiaomi,1,51126.43,Afshan Butt,26,Islamabad,JazzCash,5,Mi 11,4/2/2022
622,Saturday,Xiaomi,1,56740.32,Nadia Abbasi,41,Islamabad,Cash,5,Redmi 9,4/2/2022
623,Sunday,Vivo,2,11203.16,Zaid Siddiqui,43,Islamabad,Bank Transfer,5,Vivo Y51,4/3/2022
624,Sunday,Apple,4,63428.17,Rubina Hussain,20,Sialkot,Bank Transfer,5,iPhone 12,4/3/2022
625,Sunday,Apple,6,44156.88,Tahir Qureshi,40,Karachi,Easypaisa,5,iPhone 12,4/3/2022
626,Monday,Xiaomi,8,58714.55,Rizwan Riaz,28,Islamabad,Cash,4,Redmi Note 10,4/4/2022
627,Monday,Vivo,3,58476.28,Yasir Syed,27,Sargodha,Credit Card,3,Vivo V20,4/4/2022
628,Monday,Vivo,1,21391.16,Junaid Niazi,53,Bahawalpur,Cash,5,Vivo S1,4/4/2022
629,Tuesday,OnePlus,3,16610.33,Farhan Sheikh,30,Karachi,Bank Transfer,5,OnePlus 8T,4/5/2022
630,Tuesday,Apple,3,53277.24,Shafiq Cheema,46,Sahiwal,Easypaisa,5,iPhone 11,4/5/2022
631,Tuesday,Samsung,5,19385.62,Nimra Durrani,55,Abbottabad,Cash,5,Galaxy A51,4/5/2022
632,Wednesday,Apple,4,60996.25,Sohail Hashmi,30,Islamabad,Cash,5,iPhone SE,4/6/2022
633,Wednesday,Apple,4,53571.37,Aisha Aslam,43,Rawalpindi,Cash,5,iPhone 12,4/6/2022
634,Wednesday,OnePlus,9,60509.52,Ahsan Butt,37,Islamabad,Credit Card,5,OnePlus 8T,4/6/2022
635,Thursday,Samsung,7,27940.76,Samina Tiwana,22,Hyderabad,Credit Card,3,Galaxy Note 20,4/7/2022
636,Thursday,OnePlus,4,28995.88,Zara Javed,37,Sialkot,Credit Card,5,OnePlus 8T,4/7/2022
637,Thursday,Samsung,3,50273.29,Mariam Butt,31,Islamabad,Credit Card,4,Galaxy A51,4/7/2022
638,Friday,Xiaomi,6,11886.76,Hassan Sheikh,31,Karachi,Easypaisa,5,Redmi Note 10,4/8/2022
639,Friday,Samsung,3,53589.8,Parveen Paracha,25,Islamabad,Easypaisa,3,Galaxy S21,4/8/2022
640,Friday,OnePlus,6,60146.98,Ibrahim Javed,30,Mardan,Credit Card,5,OnePlus 8T,4/8/2022
641,Saturday,Apple,9,34909.82,Amber Hashmi,41,Islamabad,Bank Transfer,4,iPhone 12,4/9/2022
642,Saturday,Samsung,6,55892.73,Imran Abbasi,32,Karachi,Credit Card,4,Galaxy A51,4/9/2022
643,Saturday,Samsung,4,20476.66,Tahir Paracha,18,Islamabad,Credit Card,4,Galaxy A51,4/9/2022
644,Saturday,Vivo,5,29335.62,Yasmin Hashmi,39,Karachi,Bank Transfer,5,Vivo Y51,4/9/2022
645,Sunday,Apple,6,68458.3,Aisha Akhtar,51,Sargodha,Cash,5,iPhone 12,4/10/2022
646,Sunday,Xiaomi,3,69179.69,Sumera Ahmed,57,Islamabad,JazzCash,3,Redmi 9,4/10/2022
647,Sunday,OnePlus,8,40756.3,Naila Gondal,20,Multan,JazzCash,4,OnePlus Nord,4/10/2022
648,Monday,Xiaomi,4,66056.19,Sadia Leghari,43,Mardan,Easypaisa,5,Redmi 9,4/11/2022
649,Monday,Apple,8,41363.84,Saad Ansari,31,Islamabad,Cash,5,iPhone SE,4/11/2022
650,Monday,Samsung,3,27495.29,Misbah Wattoo,58,Gujrat,JazzCash,5,Galaxy S21,4/11/2022
651,Tuesday,Samsung,7,26013.96,Talha Tarar,25,Gujrat,Credit Card,5,Galaxy A51,4/12/2022
652,Tuesday,Apple,9,65770.34,Noor Sheikh,33,Karachi,JazzCash,3,iPhone SE,4/12/2022
653,Tuesday,Samsung,4,20346.78,Umer Abbasi,59,Rawalpindi,Easypaisa,5,Galaxy S21,4/12/2022
654,Wednesday,Samsung,8,44777.95,Omar Ahmed,38,Sahiwal,Bank Transfer,4,Galaxy Note 20,4/13/2022
655,Wednesday,Samsung,3,43331.5,Aamir Naqvi,27,Rawalpindi,Credit Card,5,Galaxy Note 20,4/13/2022
656,Wednesday,OnePlus,7,54377.3,Tariq Ali,42,Lahore,Cash,3,OnePlus Nord,4/13/2022
657,Wednesday,OnePlus,3,39954.57,Aisha Khattak,55,Islamabad,Easypaisa,5,OnePlus 8T,4/13/2022
658,Thursday,Vivo,7,26337.14,Nadia Abbasi,39,Karachi,Cash,3,Vivo V20,4/14/2022
659,Thursday,Xiaomi,6,20163.79,Madiha Iqbal,21,Karachi,Easypaisa,5,Redmi 9,4/14/2022
660,Thursday,Apple,2,47249.13,Iqra Raja,21,Lahore,Credit Card,5,iPhone 12,4/14/2022
661,Friday,Apple,3,53139.45,Afshan Tarar,47,Abbottabad,Easypaisa,5,iPhone 11,4/15/2022
662,Friday,Apple,6,44171.28,Maryam Leghari,19,Sargodha,Cash,5,iPhone 11,4/15/2022
663,Friday,Vivo,4,54301.08,Misbah Riaz,46,Islamabad,Cash,4,Vivo S1,4/15/2022
664,Saturday,OnePlus,6,18491.27,Nimra Ahmed,53,Islamabad,JazzCash,5,OnePlus 8T,4/16/2022
665,Saturday,Vivo,1,62948.21,Uzma Gujjar,38,Karachi,Cash,5,Vivo S1,4/16/2022
666,Saturday,Apple,1,44943.73,Aisha Javed,38,Rawalpindi,JazzCash,3,iPhone SE,4/16/2022
667,Saturday,Xiaomi,3,17610.64,Gulnaz Ansari,38,Rawalpindi,Cash,5,Redmi Note 10,4/16/2022
668,Sunday,Samsung,8,37715.51,Ibrahim Baig,21,Islamabad,JazzCash,3,Galaxy Note 20,4/17/2022
669,Sunday,OnePlus,8,60687.5,Bushra Ali,18,Gujranwala,Credit Card,5,OnePlus 8T,4/17/2022
670,Sunday,OnePlus,4,63853.73,Rimsha Pasha,43,Karachi,JazzCash,3,OnePlus Nord,4/17/2022
671,Monday,Vivo,6,25878.97,Ibrahim Mengal,19,Abbottabad,Cash,5,Vivo S1,4/18/2022
672,Monday,OnePlus,8,52675.95,Zaid Akhtar,26,Islamabad,Credit Card,5,OnePlus Nord,4/18/2022
673,Monday,Apple,7,15999.11,Gulnaz Kazmi,35,Sheikhupura,Easypaisa,3,iPhone SE,4/18/2022
674,Tuesday,Apple,7,12012.75,Atif Aslam,59,Karachi,Cash,4,iPhone 12,4/19/2022
675,Tuesday,Vivo,4,43623.94,Aqsa Zardari,58,Islamabad,JazzCash,5,Vivo Y51,4/19/2022
676,Tuesday,Apple,9,51689.65,Kashif Khoso,28,Islamabad,Easypaisa,5,iPhone 12,4/19/2022
677,Wednesday,Xiaomi,6,57747.2,Aroha Kazmi,42,Multan,JazzCash,4,Mi 11,4/20/2022
678,Wednesday,Vivo,3,30412.97,Sohail Hashmi,43,Islamabad,Easypaisa,5,Vivo V20,4/20/2022
679,Wednesday,Xiaomi,5,10391.52,Hamza Durrani,53,Sheikhupura,Credit Card,4,Redmi 9,4/20/2022
680,Thursday,Samsung,5,38771.15,Kashif Talpur,59,Sheikhupura,Cash,5,Galaxy S21,4/21/2022
681,Thursday,Xiaomi,5,10951.21,Yasir Khoso,52,Islamabad,Credit Card,5,Redmi Note 10,4/21/2022
682,Thursday,Samsung,8,15519.07,Kashif Qureshi,55,Islamabad,Cash,5,Galaxy A51,4/21/2022
683,Friday,Samsung,9,29601.34,Yasir Pasha,20,Sahiwal,Easypaisa,5,Galaxy A51,4/22/2022
684,Friday,Xiaomi,9,36230.32,Hamza Siddiqui,58,Bahawalpur,Credit Card,5,Mi 11,4/22/2022
685,Friday,Vivo,6,26768.17,Zaid Khan,52,Sahiwal,Cash,4,Vivo Y51,4/22/2022
686,Friday,Apple,6,44911.92,Misbah Wattoo,57,Rawalpindi,Easypaisa,5,iPhone 12,4/22/2022
687,Saturday,Apple,9,13320.99,Atif Javed,39,Karachi,Credit Card,5,iPhone 12,4/23/2022
688,Saturday,Samsung,4,18674.78,Aisha Nawaz,25,Lahore,Credit Card,3,Galaxy S21,4/23/2022
689,Saturday,Samsung,6,51715.5,Adnan Zardari,32,Islamabad,Credit Card,5,Galaxy A51,4/23/2022
690,Saturday,Vivo,4,18528.45,Afshan Tarar,24,Islamabad,Credit Card,5,Vivo Y51,4/23/2022
691,Sunday,OnePlus,1,48386.51,Waqas Durrani,36,Rawalpindi,JazzCash,5,OnePlus 9,4/24/2022
692,Sunday,Xiaomi,7,13281.08,Fahad Zardari,57,Gujranwala,Easypaisa,3,Mi 11,4/24/2022
693,Sunday,Samsung,6,34442.94,Hina Farooq,59,Sukkur,JazzCash,5,Galaxy Note 20,4/24/2022
694,Sunday,Apple,9,20644.57,Imran Mirza,34,Islamabad,Easypaisa,5,iPhone SE,4/24/2022
695,Monday,Vivo,7,16578.18,Haris Abbasi,18,Bahawalpur,Easypaisa,5,Vivo S1,4/25/2022
696,Monday,Xiaomi,7,44021.97,Yasmin Qureshi,46,Sahiwal,Easypaisa,4,Redmi Note 10,4/25/2022
697,Monday,Vivo,2,65700.15,Fatima Wattoo,30,Karachi,Cash,3,Vivo V20,4/25/2022
698,Tuesday,Xiaomi,9,13287.22,Umer Abbasi,46,Sargodha,Easypaisa,5,Redmi Note 10,4/26/2022
699,Tuesday,Xiaomi,9,35293.25,Kashif Ansari,58,Karachi,Credit Card,5,Redmi Note 10,4/26/2022
700,Tuesday,Samsung,6,52452.13,Razia Siddiqui,59,Bahawalpur,JazzCash,5,Galaxy S21,4/26/2022
701,Wednesday,Vivo,3,37761.27,Zubair Hussain,23,Islamabad,Credit Card,5,Vivo Y51,4/27/2022
702,Wednesday,Vivo,1,58389.76,Asad Nawaz,22,Quetta,Credit Card,5,Vivo Y51,4/27/2022
703,Wednesday,Apple,4,20778.72,Mariam Siddiqui,51,Rawalpindi,Bank Transfer,4,iPhone SE,4/27/2022
704,Thursday,Apple,3,67575.65,Kamran Malik,28,Karachi,Credit Card,5,iPhone SE,4/28/2022
705,Thursday,Samsung,1,33109.76,Irfan Hashmi,26,Islamabad,Cash,5,Galaxy Note 20,4/28/2022
706,Thursday,Samsung,3,30494.18,Rashid Ali,55,Karachi,Credit Card,5,Galaxy A51,4/28/2022
707,Thursday,OnePlus,4,62476.35,Parveen Farooq,57,Islamabad,Credit Card,5,OnePlus Nord,4/28/2022
708,Friday,Apple,8,43832.02,Tariq Zardari,58,Islamabad,JazzCash,5,iPhone 12,4/29/2022
709,Friday,Xiaomi,9,40986.66,Yasmin Siddiqui,26,Mardan,Credit Card,5,Redmi 9,4/29/2022
710,Friday,Vivo,3,53618.68,Zubair Akhtar,25,Sialkot,JazzCash,5,Vivo S1,4/29/2022
711,Saturday,Samsung,6,44790.05,Nasir Tarar,57,Karachi,Easypaisa,3,Galaxy A51,4/30/2022
712,Saturday,Vivo,5,19750.94,Waseem Zardari,20,Multan,Easypaisa,5,Vivo Y51,4/30/2022
713,Saturday,Vivo,6,50451.86,Yasir Syed,30,Faisalabad,Cash,5,Vivo Y51,4/30/2022
714,Sunday,OnePlus,4,18008.13,Rizwan Niazi,36,Mardan,Bank Transfer,5,OnePlus 9,5/1/2022
715,Sunday,Apple,6,58351.46,Maryam Syed,51,Gujranwala,Bank Transfer,4,iPhone SE,5/1/2022
716,Sunday,Samsung,7,69384.2,Mudassar Khoso,49,Karachi,JazzCash,5,Galaxy Note 20,5/1/2022
717,Sunday,Vivo,9,32643.26,Rabia Kazmi,33,Islamabad,Cash,5,Vivo V20,5/1/2022
718,Monday,Samsung,7,36685.35,Mehwish Ahmed,53,Islamabad,Cash,4,Galaxy A51,5/2/2022
719,Monday,Xiaomi,6,12786.02,Fahad Hashmi,35,Multan,Credit Card,5,Redmi Note 10,5/2/2022
720,Monday,OnePlus,1,10823.99,Uzma Javed,31,Gujranwala,JazzCash,5,OnePlus 9,5/2/2022
721,Tuesday,Xiaomi,2,65285.16,Imran Pasha,47,Multan,Cash,5,Redmi 9,5/3/2022
722,Tuesday,Samsung,1,17717.44,Noor Nawaz,19,Islamabad,Easypaisa,4,Galaxy Note 20,5/3/2022
723,Tuesday,Samsung,9,36746.72,Adnan Durrani,30,Sialkot,Easypaisa,5,Galaxy A51,5/3/2022
724,Tuesday,Apple,9,58921.28,Umer Abbasi,44,Gujrat,Bank Transfer,5,iPhone SE,5/3/2022
725,Wednesday,Vivo,7,63359.13,Razia Gillani,34,Sheikhupura,Easypaisa,5,Vivo S1,5/4/2022
726,Wednesday,Vivo,2,41163.86,Shabana Kazmi,48,Islamabad,Credit Card,4,Vivo Y51,5/4/2022
727,Wednesday,Xiaomi,6,43901.95,Aisha Nawaz,32,Faisalabad,Credit Card,4,Redmi 9,5/4/2022
728,Wednesday,OnePlus,4,50181.04,Tahir Raja,37,Rawalpindi,JazzCash,5,OnePlus 8T,5/4/2022
729,Thursday,Vivo,1,67682.95,Sobia Nawaz,22,Islamabad,Cash,4,Vivo V20,5/5/2022
730,Thursday,Apple,1,46160.2,Sumera Gillani,24,Islamabad,Cash,5,iPhone 11,5/5/2022
731,Thursday,Xiaomi,5,43568.52,Omar Mirza,35,Rawalpindi,Cash,4,Redmi Note 10,5/5/2022
732,Thursday,Xiaomi,2,10872.05,Nadia Siddiqui,28,Islamabad,Cash,3,Redmi Note 10,5/5/2022
733,Friday,Apple,4,14856.98,Bilal Malik,49,Islamabad,Bank Transfer,5,iPhone SE,5/6/2022
734,Friday,OnePlus,1,44630.3,Farhan Niazi,44,Gujranwala,Credit Card,5,OnePlus 8T,5/6/2022
735,Friday,Apple,4,66174.42,Nasir Siddiqui,43,Islamabad,Bank Transfer,5,iPhone 12,5/6/2022
736,Saturday,OnePlus,6,62001.48,Saima Tarar,54,Karachi,JazzCash,5,OnePlus 9,5/7/2022
737,Saturday,Apple,4,68954.74,Saad Hussain,45,Islamabad,Easypaisa,3,iPhone 11,5/7/2022
738,Saturday,Apple,1,41670.04,Muhammad Raza,19,Sheikhupura,Credit Card,5,iPhone 11,5/7/2022
739,Sunday,Samsung,7,57275.86,Naveed Aziz,37,Islamabad,Cash,5,Galaxy S21,5/8/2022
740,Sunday,Xiaomi,2,60424.02,Arooj Durrani,21,Islamabad,Credit Card,5,Redmi Note 10,5/8/2022
741,Sunday,Apple,9,48881.9,Tooba Rana,30,Bahawalpur,Easypaisa,5,iPhone 11,5/8/2022
742,Monday,Apple,3,30324.99,Amber Rana,41,Lahore,JazzCash,5,iPhone 11,5/9/2022
743,Monday,Vivo,8,38198.71,Laiba Lodhi,55,Lahore,Credit Card,4,Vivo V20,5/9/2022
744,Monday,Xiaomi,8,61475.02,Farhan Paracha,57,Islamabad,Easypaisa,5,Redmi 9,5/9/2022
745,Tuesday,Vivo,3,27912.88,Ahmed Qureshi,46,Karachi,JazzCash,5,Vivo Y51,5/10/2022
746,Tuesday,Xiaomi,4,65424.59,Nadia Butt,53,Islamabad,Cash,3,Redmi Note 10,5/10/2022
747,Tuesday,Vivo,2,23788.38,Mudassar Talpur,19,Islamabad,Credit Card,5,Vivo V20,5/10/2022
748,Wednesday,Apple,4,54970.98,Danish Zardari,58,Islamabad,Cash,4,iPhone SE,5/11/2022
749,Wednesday,Apple,9,47833.55,Ibrahim Pasha,35,Karachi,Cash,4,iPhone 11,5/11/2022
750,Wednesday,Samsung,2,54975.97,Ayesha Aziz,25,Islamabad,Easypaisa,5,Galaxy S21,5/11/2022
751,Thursday,Vivo,3,36240.85,Faisal Nawaz,32,Karachi,Easypaisa,5,Vivo S1,5/12/2022
752,Thursday,OnePlus,4,65958.46,Omar Pasha,58,Quetta,Bank Transfer,5,OnePlus 8T,5/12/2022
753,Thursday,Samsung,5,47948.33,Zeeshan Lodhi,34,Abbottabad,Cash,4,Galaxy A51,5/12/2022
754,Friday,Vivo,1,27297.75,Bilal Tarar,40,Islamabad,Easypaisa,4,Vivo V20,5/13/2022
755,Friday,Vivo,7,48307.3,Yasmin Cheema,19,Karachi,Easypaisa,3,Vivo S1,5/13/2022
756,Friday,Samsung,7,27208.94,Farhan Chaudhry,23,Gujranwala,Cash,3,Galaxy S21,5/13/2022
757,Friday,Apple,9,27617.94,Furqan Abbasi,46,Sargodha,Bank Transfer,4,iPhone 12,5/13/2022
758,Saturday,Vivo,4,33975.91,Aisha Aslam,44,Gujrat,Cash,3,Vivo S1,5/14/2022
759,Saturday,Apple,6,61145.83,Rubina Nawaz,54,Abbottabad,Bank Transfer,3,iPhone SE,5/14/2022
760,Saturday,Samsung,2,40017.87,Hina Gillani,51,Karachi,Bank Transfer,3,Galaxy S21,5/14/2022
761,Sunday,Apple,4,50734.05,Saima Zardari,35,Gujrat,Easypaisa,4,iPhone SE,5/15/2022
762,Sunday,Xiaomi,2,33518.06,Majid Akhtar,59,Islamabad,Cash,5,Mi 11,5/15/2022
763,Sunday,OnePlus,5,25816.33,Yasmin Khattak,27,Abbottabad,Cash,5,OnePlus 8T,5/15/2022
764,Sunday,Vivo,7,67278.41,Maryam Gondal,55,Sargodha,Easypaisa,5,Vivo S1,5/15/2022
765,Monday,OnePlus,1,46214.87,Shazia Raza,34,Karachi,Credit Card,3,OnePlus Nord,5/16/2022
766,Monday,Apple,7,66037.08,Rubina Leghari,30,Karachi,Credit Card,5,iPhone 11,5/16/2022
767,Monday,Vivo,6,22204.78,Muneeba Naqvi,59,Gujrat,Cash,5,Vivo V20,5/16/2022
768,Tuesday,Apple,6,18813.65,Noor Sheikh,44,Lahore,Easypaisa,5,iPhone 12,5/17/2022
769,Tuesday,Xiaomi,8,61349.37,Aroha Baloch,19,Gujrat,Bank Transfer,3,Mi 11,5/17/2022
770,Tuesday,Samsung,8,50855.03,Arooj Javed,51,Hyderabad,JazzCash,5,Galaxy S21,5/17/2022
771,Wednesday,Vivo,6,21194.71,Parveen Siddiqui,48,Sahiwal,Cash,5,Vivo S1,5/18/2022
772,Wednesday,Xiaomi,3,26161.58,Adnan Qureshi,40,Karachi,Easypaisa,5,Redmi 9,5/18/2022
773,Wednesday,Xiaomi,5,58039.84,Fatima Aziz,24,Islamabad,Cash,5,Mi 11,5/18/2022
774,Thursday,Vivo,2,37232.12,Talha Durrani,55,Quetta,Cash,5,Vivo Y51,5/19/2022
775,Thursday,Apple,5,50232.43,Sajid Cheema,50,Islamabad,Easypaisa,3,iPhone 11,5/19/2022
776,Thursday,Xiaomi,9,29101.12,Farhan Lodhi,29,Islamabad,Cash,5,Mi 11,5/19/2022
777,Thursday,OnePlus,1,32873.8,Adnan Tarar,29,Multan,JazzCash,4,OnePlus 9,5/19/2022
778,Friday,Xiaomi,5,69442.75,Samina Abbasi,36,Karachi,Credit Card,3,Redmi Note 10,5/20/2022
779,Friday,Apple,6,24857.03,Furqan Abbasi,26,Islamabad,JazzCash,4,iPhone 12,5/20/2022
780,Friday,Apple,7,40387.38,Ayesha Abbasi,27,Sargodha,Credit Card,5,iPhone SE,5/20/2022
781,Friday,OnePlus,9,60664.14,Rida Aslam,34,Islamabad,Easypaisa,5,OnePlus Nord,5/20/2022
782,Saturday,Xiaomi,6,24353.39,Yasir Ansari,57,Islamabad,Cash,3,Mi 11,5/21/2022
